Id;Namn;Typ;Parent;Kund;Beskrivning;Adress 1;Adress 2;Postnummer;Ort;Latitud;Longitud;Metadata - Antal;Metadata - Area;Metadata - Er referens;Metadata - Ert ordernummer;Metadata - Etableringsavgift;Metadata - Etableringstid;Metadata - Extra fakturarad;Metadata - Fraktion;Metadata - Fraktionsmärkning / skyltar;Metadata - Hård eller mjukbehållare;Metadata - Kassun;Metadata - Kärltyp;Metadata - Lyftsystem;Metadata - Nyckel eller kod;Metadata - Rumsstorlek;Metadata - Senast renoverad / tillverkningsdatum säck;Metadata - Tillverkarens modell;Metadata - Tillverkarens namn;Metadata - Tillverkarens serienummer;Metadata - Vilken typ av lucka;Metadata - Volym (m3);Metadata - Årsmodell
31562;Verkstadsvägen 17;Miljörum;31047;Returpappercentralen EHB (905);"Garagelänga
Nyckel 145";17 Verkstadsvägen;;749 60;Örsundsbro;59.7333525;17.3111647;1;;;;;;;;;;;;;145;large;;;;;;;
31564;Verkstadsvägen 49;Miljörum;31047;Returpappercentralen EHB (905);Nyckel 145;49 Verkstadsvägen;;749 60;Örsundsbro;59.7329619;17.3101758;1;;;;;;;;;;;;;145;medium;;;;;;;
41284;Hornugglegränd 11;Miljörum;31045;Returpappercentralen EHB (905);Ute;Hornugglegränd 11;;;enköping;59.6445259;17.05603;1;;;;;;;;;;;;;;small;;;;;;;
31043;EHB Enköpings Hyresbostäder (vår 2024);Område;;Returpappercentralen EHB (905);"Mattias Bennermo 018-18 65 54
transportledare@returpappercentralen.se
OBS!!! EHB !!!!!!";;;745 95;Enköping;59.6356909;17.0778228;;;;;;;;;;;;;;;;;;;;;;
31044;EHB Söder Linda;Område;31043;Returpappercentralen EHB (905);"Linda 0171-62 78 33
Områdeschef: Kari Virtanen 0171-62 58 47
OBS!!! EHB !!!!!!";;;;;;;;;114705;EHB Söder Linda;;;;;;;;;;;;;;;;;;
31045; EHB Söder Stefan;Område;31043;Returpappercentralen EHB (905);"Stefan 0171-62 58 23
Områdeschef: Kari Virtanen 0171-62 58 47
OBS!!! EHB !!!!!!";;;;;;;;;114704;EHB Söder Stefan;;;;;;;;;;;;;;;;;;
31046; EHB Norr Marie-Louis;Område;31043;Returpappercentralen EHB (905);"Marie-Louis 0171-62 58 45
Områdeschef: Christer Asp 0171-62 58 43
OBS!!! EHB !!!!!!";;;;;;;;;114707;EHB Norr Marie-Louis;;;;;;;;;;;;;;;;;;
31047;EHB Norr Thomas;Område;31043;Returpappercentralen EHB (905);"Thomas 0171- 62 58 46
Områdeschef: Christer Asp 0171-62 58 43
OBS!!! EHB !!!!!!";;;;;;;;;114706;EHB Norr Thomas;;;;;;;;;;;;;;;;;;
39879;EHB Underjord;Område;31043;Returpappercentralen EHB (905);OBS!!! EHB !!!!!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39880;EHB Söder Mattias;Område;39879;Returpappercentralen EHB (905);"Mattias
0171-62 78 27";;;;;;;;;114705;;;;;;;;;;;;;;;;;;;
39887;EHB Norr Thomas;Område;39879;Returpappercentralen EHB (905);"Thomas
0171- 62 58 46";;;;;;;;;114706;;;;;;;;;;;;;;;;;;;
43770;EHB Övriga;Område;31043;Returpappercentralen EHB (905);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45717;EHB Används ej;Område;31043;Returpappercentralen EHB (905);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39881;Sadelmakargatan 4;Underjordsbehållare;39880;Returpappercentralen EHB (905);"OBS! Ej tvätt av moluck matavfall
";4 Sadelmakargatan;;749 59;Enköping;59.6357691;17.0856474;2;;;;;;;;;;1;;;;;;;;;;;
39882;Sadelmakargatan 10;Underjordsbehållare;39880;Returpappercentralen EHB (905);"OBS! Ej tvätt av moluck matavfall
";10 Sadelmakargatan;;749 59;Enköping;59.63632481262;17.086497545242;2;;;;;;;;;;1;;;;;;;;;;;
39883;Sadelmakargatan 24;Underjordsbehållare;39880;Returpappercentralen EHB (905);"OBS! Ej tvätt av moluck matavfall
";24 Sadelmakargatan;;749 59;Enköping;59.63506116333;17.086116671562;2;;;;;;;;;;1;;;;;;;;;;;
39884;Sadelmakargatan 11;Underjordsbehållare;39880;Returpappercentralen EHB (905);"OBS! Ej tvätt av moluck matavfall
";Sadelmakargatan 11;;749 59;Enköping;59.635657741884;17.087763547897;2;;;;;;;;;;1;;;;;;;;;;;
39885;Torggatan 42;Underjordsbehållare;39880;Returpappercentralen EHB (905);;42 Torggatan;;745 30;Enköping;59.639302064276;17.073220610619;2;;;;;;;;;;1;;;;;;;;;;;
39886;Doktor Westerlunds Gata 2-6;Underjordsbehållare;39880;Returpappercentralen EHB (905);;Doktor Westerlunds Gata 2-6;;745 30;Enköping;59.637821606026;17.071804404259;2;;;;;;;;;;0;;;;;;;;;;;
39888;Fannalundsvägen 12;Underjordsbehållare;39887;Returpappercentralen EHB (905);;12 Fannalundsvägen;;749 43;Enköping;59.6379556;17.1055893;8;;;;;;;;;;1;;;;;;;;;;;
